Name,Origin,Type,Unique Feature,Friendly Rating (1-10),Size,Grooming Needs,Exercise Requirements (hrs/day),Good with Children,Intelligence Rating (1-10),Shedding Level,Health Issues Risk,Training Difficulty (1-10),temperament,origin,country_code,description,breed_group,history,image,weight_min_kg,weight_max_kg,weight_avg_kg,height_min_cm,height_max_cm,height_mid_cm,life_span_min_years,life_span_max_years,life_span_mid_years,temperament list,temperament_clean,affection_sociability,energy_activity,trainability,playfulness,protectiveness,independence,calm_stability,confidence_resilience,image_url
Lowchen,France,Non-Sporting,Lion cut,8,Small,High,1.5,Yes,8,Low,Low,6,"affectionate, outgoing, playful, intelligent, alert",France/Germany,FR,"Small companion dog known as the 'Little Lion Dog' with a long, flowing coat traditionally clipped into a distinctive lion trim featuring a plumed tail and mane. This bright, lively toy breed combines an affectionate nature with alert intelligence.",Non-Sporting,"Ancient breed with documented history in pre-Renaissance Europe, depicted in historical artworks for centuries and cherished by European nobility. Nearly extinct after WWII but saved through dedicated breeding efforts by Madame Bennert and other breeders. Once known as the rarest dog in the world before numbers recovered.","{'id': 'MRz5HSylED', 'url': 'https://cdn4.thedogapi.com/optimized/MRz5HSylED.jpg', 'width': 1168, 'height': 912}",4.0,8.0,6.0,30.0,36.0,33.0,,,,"['affectionate', ' outgoing', ' playful', ' intelligent', ' alert']","affectionate, outgoing, playful, intelligent, alert",1,0,1,1,1,0,0,0,https://cdn4.thedogapi.com/optimized/MRz5HSylED.jpg
Maltese,Malta,Toy,Pure white coat,8,Small,Very High,1.0,No,7,Low,Low,6,"playful, gentle, affectionate, charming, fearless, alert, adaptable","Malta, Mediterranean Basin",MT,"An ancient toy breed from the Mediterranean with a long, silky white coat and charming, playful personality combined with a fearless nature despite their diminutive size",Toy,"One of the world's oldest known breeds dating back over 2000 years, originating from the island of Malta. Historically known as 'Ye Ancient Dogge of Malta' and prized as companions to royalty and aristocracy throughout Mediterranean civilizations and European nobility","{'id': '6Kzt53hxrg', 'url': 'https://cdn4.thedogapi.com/optimized/6Kzt53hxrg.jpg', 'width': 1024, 'height': 1024}",1.8,3.2,2.5,18.0,23.0,20.5,12.0,15.0,13.5,"['playful', ' gentle', ' affectionate', ' charming', ' fearless', ' alert', ' adaptable']","playful, gentle, affectionate, charming, fearless, alert, adaptable",1,0,0,1,1,0,1,0,https://cdn4.thedogapi.com/optimized/6Kzt53hxrg.jpg
Manchester Terrier,England,Terrier,Sleek and athletic,7,Small-Medium,Low,1.5,With Training,8,Moderate,Low,7,"alert, intelligent, loyal, energetic, spirited, independent","Manchester, England",GB,"Sleek, elegant terrier with distinctive black-and-tan coat and keen, alert expression. Known as the 'Gentleman's Terrier' in Victorian England, this racy, athletic breed exists in both Standard and Toy varieties with a clean-cut, spirited appearance.",Terrier,Developed in 19th-century Manchester by crossing Black and Tan Terriers with Whippets. Created as proficient rat-killer and rabbit-courser for working men of the industrial era. Recognized by AKC since 1886.,"{'id': '61HAAlrXzC', 'url': 'https://cdn4.thedogapi.com/optimized/61HAAlrXzC.jpg', 'width': 1104, 'height': 960}",5.0,10.0,7.5,38.0,41.0,39.5,,,,"['alert', ' intelligent', ' loyal', ' energetic', ' spirited', ' independent']","alert, intelligent, loyal, energetic, spirited, independent",0,1,1,0,1,1,0,0,https://cdn4.thedogapi.com/optimized/61HAAlrXzC.jpg
Miniature Pinscher,Germany,Toy,Fearless nature,6,Small,Low,1.5,No,7,Low,Low,8,"energetic, alert, confident, intelligent, courageous, fearless",Germany,DE,"Small, compact, and elegant toy breed with a distinctive high-stepping 'hackney' gait and spirited personality. Despite resembling a miniature Doberman, this is an older, distinct German breed with a proud carriage and 'big dog' attitude in a small package.",Toy,"An old German breed (Zwergpinscher) developed centuries ago to hunt rats in homes and stables. Not a miniaturized Doberman Pinscher, but a distinct older breed likely descended from German Pinschers with contributions from Italian Greyhounds and Dachshunds.","{'id': 'Hy3H7g94X', 'url': 'https://cdn2.thedogapi.com/images/Hy3H7g94X_1280.jpg', 'width': 1500, 'height': 1125}",3.5,4.5,4.0,25.0,32.0,28.5,12.0,16.0,14.0,"['energetic', ' alert', ' confident', ' intelligent', ' courageous', ' fearless']","energetic, alert, confident, intelligent, courageous, fearless",0,1,1,0,1,0,0,1,https://cdn2.thedogapi.com/images/Hy3H7g94X_1280.jpg
Miniature Schnauzer,Germany,Standard,Small but sturdy,8,Small,High,1.5,Yes,8,Moderate,Low,6,"friendly, intelligent, alert, outgoing, energetic",Germany,DE,"Small, sturdy terrier-type dog with distinctive wiry coat, bushy eyebrows, and characteristic beard, known for its alert, friendly nature and square build",Terrier,Developed in late 19th century Germany by crossing Standard Schnauzers with smaller breeds like Affenpinschers and Poodles to create an all-purpose farm dog and efficient ratter for vermin control and companionship,"{'id': '28pSRwqLJd', 'url': 'https://cdn4.thedogapi.com/optimized/28pSRwqLJd.jpg', 'width': 1200, 'height': 896}",5.0,9.0,7.0,28.0,36.0,32.0,12.0,15.0,13.5,"['friendly', ' intelligent', ' alert', ' outgoing', ' energetic']","friendly, intelligent, alert, outgoing, energetic",1,1,1,0,1,0,0,0,https://cdn4.thedogapi.com/optimized/28pSRwqLJd.jpg
Neapolitan Mastiff,Italy,Working,Wrinkly loose skin,6,Large,Moderate,1.0,Yes,5,Moderate,High,8,"protective, loyal, calm, confident, affectionate",Italy,IT,"Massive and powerful ancient guardian breed with distinctive heavily wrinkled face, loose skin, and imposing presence. Despite its formidable appearance, it is a steady and loyal companion with protective instincts.",Working,"Ancient Italian guardian descended from Roman molossus war dogs. The modern breed was refined in the Naples region where it served as estate and farm guardian, and was revitalized in the mid-20th century as a distinct breed.","{'id': 'RrDwFh7kUI', 'url': 'https://cdn4.thedogapi.com/optimized/RrDwFh7kUI.jpg', 'width': 848, 'height': 1264}",50.0,91.0,70.5,61.0,79.0,70.0,7.0,9.0,8.0,"['protective', ' loyal', ' calm', ' confident', ' affectionate']","protective, loyal, calm, confident, affectionate",1,0,0,0,1,0,1,1,https://cdn4.thedogapi.com/optimized/RrDwFh7kUI.jpg
Newfoundland,Canada,Working,Water rescue ability,9,Giant,High,2.0,Yes,7,Moderate,Moderate,7,"gentle, loyal, devoted, calm, intelligent","Newfoundland, Canada",CA,"Massive, powerful working dog known for exceptional water rescue abilities and gentle temperament. Often called the 'gentle giant,' this breed features a thick, water-resistant double coat, webbed feet, and natural swimming ability.",Working,"Developed by fishermen on the island of Newfoundland for water rescue, hauling nets, and cart pulling. Descended from indigenous water dogs and European breeds brought by fishermen, recognized by major kennel clubs in the 19th century.","{'id': 'Sk4DXl54m', 'url': 'https://cdn2.thedogapi.com/images/Sk4DXl54m_1280.jpg', 'width': 1174, 'height': 986}",45.0,68.0,56.5,66.0,76.0,71.0,9.0,10.0,9.5,"['gentle', ' loyal', ' devoted', ' calm', ' intelligent']","gentle, loyal, devoted, calm, intelligent",1,0,1,0,0,0,1,0,https://cdn2.thedogapi.com/images/Sk4DXl54m_1280.jpg
Norfolk Terrier,England,Terrier,Bat-like ears,8,Small,Low,1.5,Yes,7,Low,Low,6,"alert, courageous, affectionate, energetic, playful","Norfolk, England",GB,"Small, sturdy, and fearless terrier with a wiry, weather-resistant coat and characteristic drop ears. Known for its spirited, affectionate nature and bred for ratting and companionship.",Terrier,"Developed in Norfolk and East Anglia, England in the 1880s-early 20th century as farm dogs to control vermin and hunt foxes. Originally classified as the drop-eared variety of the Norwich Terrier, separated as distinct breed in 1964 by The Kennel Club (UK) and 1979 by the AKC based on ear carriage.","{'id': 'B1ADQg94X', 'url': 'https://cdn2.thedogapi.com/images/B1ADQg94X_1280.jpg', 'width': 1468, 'height': 1092}",5.0,5.5,5.25,23.0,25.0,24.0,12.0,16.0,14.0,"['alert', ' courageous', ' affectionate', ' energetic', ' playful']","alert, courageous, affectionate, energetic, playful",1,1,0,1,1,0,0,0,https://cdn2.thedogapi.com/images/B1ADQg94X_1280.jpg
Norwegian Buhund,Norway,Herding,Spitz-type appearance,8,Medium,Moderate,2.0,Yes,7,Moderate,Low,6,"intelligent, energetic, friendly, confident, alert, loyal, playful",Norway,NO,"An ancient Nordic spitz-type herding dog with a compact, square build, dense double coat, curled tail, and alert expression. Known for their cheerful disposition and intelligence, this energetic breed combines sturdy construction with an agile, confident demeanor.",Herding,"An ancient Nordic spitz-type breed from Norway with roots tracing back to the Viking age, where their skeletons have been found in Viking graves. They served as versatile farm dogs, primarily for herding sheep and cattle, and as loyal watchdogs and companions.","{'id': 'JAsKm2ZSyr', 'url': 'https://cdn4.thedogapi.com/optimized/JAsKm2ZSyr.jpg', 'width': 1024, 'height': 1024}",12.0,18.0,15.0,41.0,47.0,44.0,12.0,15.0,13.5,"['intelligent', ' energetic', ' friendly', ' confident', ' alert', ' loyal', ' playful']","intelligent, energetic, friendly, confident, alert, loyal, playful",1,1,1,1,1,0,0,1,https://cdn4.thedogapi.com/optimized/JAsKm2ZSyr.jpg
Norwegian Elkhound,Norway,Hound,Gray coat,7,Medium,Moderate,2.0,Yes,7,Moderate,Moderate,7,"friendly, confident, energetic, loyal, independent",Norway,NO,"Medium-sized spitz-type hunting dog with thick double coat and curled tail, bred for hunting elk and moose. Bold and energetic, this hardy gray hunting dog is known for its versatility, courage, and stamina in tracking large game.",Hound,"Ancient Nordic spitz-type breed dating back 6000 years, companion of Vikings used for hunting elk bear and moose in Scandinavian forests. Officially recognized by AKC in 1913.","{'id': 'pMv275bBLr', 'url': 'https://storage.googleapis.com/dog-api-uploads-prod/originals/662ee232-8979-4e7d-a459-9b6daac9b9ed.jpeg', 'width': 1408, 'height': 768}",20.0,27.0,23.5,48.0,53.0,50.5,12.0,15.0,13.5,"['friendly', ' confident', ' energetic', ' loyal', ' independent']","friendly, confident, energetic, loyal, independent",1,1,0,0,0,1,0,1,https://storage.googleapis.com/dog-api-uploads-prod/originals/662ee232-8979-4e7d-a459-9b6daac9b9ed.jpeg
Norwegian Lundehund,Norway,Non-Sporting,Unique extra toes,7,Small,High,2.0,Yes,7,Moderate,High,7,"alert, energetic, loyal, intelligent",Norway,NO,"A small, agile spitz-type breed from Norway with unique anatomical features including six functional toes per foot and extraordinary flexibility, specifically adapted for hunting puffins on steep, rocky cliffs",Non-Sporting,"An ancient Norwegian spitz breed from the remote Lofoten Islands, developed specifically for hunting puffins on steep, rocky cliffs. Its unique anatomical traits allowed it to navigate treacherous terrain and access bird nests. Nearly extinct after World War II but saved through dedicated breeding programs and now recognized by the AKC and FCI.","{'id': 'zo1sXtZ06E', 'url': 'https://cdn4.thedogapi.com/optimized/zo1sXtZ06E.jpg', 'width': 1200, 'height': 880}",9.0,14.0,11.5,30.0,38.0,34.0,12.0,15.0,13.5,"['alert', ' energetic', ' loyal', ' intelligent']","alert, energetic, loyal, intelligent",0,1,1,0,1,0,0,0,https://cdn4.thedogapi.com/optimized/zo1sXtZ06E.jpg
Old English Sheepdog,England,Herding,Fluffy appearance,8,Large,Very High,2.0,Yes,6,High,Moderate,6,"intelligent, gentle, playful, adaptable, affectionate",England,GB,"Large, athletic herding dog of great strength with distinctive profuse, shaggy double coat in gray and white, famous for its peek-a-boo hairdo and characteristic bear-like gait",Herding,Developed in western England in the late 18th century likely from breeds like Bearded Collie and Russian Owtchar. Bred as drovers' dogs to drive cattle and sheep to market. Tails were historically docked to identify them as working dogs exempting them from taxes. Recognized by AKC in 1888,"{'id': 'HkZ57lq4m', 'url': 'https://cdn2.thedogapi.com/images/HkZ57lq4m_1280.jpg', 'width': 1334, 'height': 889}",27.0,45.0,36.0,53.0,61.0,57.0,10.0,12.0,11.0,"['intelligent', ' gentle', ' playful', ' adaptable', ' affectionate']","intelligent, gentle, playful, adaptable, affectionate",1,0,1,1,0,0,1,0,https://cdn2.thedogapi.com/images/HkZ57lq4m_1280.jpg
Otterhound,England,Hound,Rough-coated,7,Large,Very High,2.5,Yes,6,High,Moderate,7,"friendly, gentle, independent, energetic, amiable",England,GB,"Large, shaggy-coated scent hound with webbed feet and waterproof double coat, bred for hunting otters in medieval England. Known for its boisterous and amiable temperament, keen nose, and distinctive love of water.",Hound,"Developed in medieval England for otter hunting, perfected for water work with webbed feet, oily double coat, and powerful scenting ability. Nearly extinct when otter hunting was banned in 1978, now among the rarest British breeds.","{'id': 'xngQFS0mai', 'url': 'https://cdn4.thedogapi.com/optimized/xngQFS0mai.jpg', 'width': 1264, 'height': 832}",34.0,54.0,44.0,58.0,74.0,66.0,10.0,13.0,11.5,"['friendly', ' gentle', ' independent', ' energetic', ' amiable']","friendly, gentle, independent, energetic, amiable",1,1,0,0,0,1,1,0,https://cdn4.thedogapi.com/optimized/xngQFS0mai.jpg
Papillon,France,Toy,Butterfly-shaped ears,9,Small,Moderate,1.0,Yes,8,Low,Low,5,"friendly, intelligent, alert, energetic, happy",France and Belgium,FR,"Small, fine-boned, and elegant toy spaniel with distinctive butterfly-like ears (papillon is French for 'butterfly') and silky flowing coat, known for their alert, friendly, and energetic nature",Toy,"Descended from continental toy spaniels that were popular in European courts for centuries, appearing in paintings by masters like Titian, Goya, and Rubens. The breed was refined in France and Belgium, with the original drop-eared variety (Phalène) later joined by the erect-eared 'butterfly' version (Papillon)","{'id': '0qgmSrCbvZ', 'url': 'https://cdn4.thedogapi.com/optimized/0qgmSrCbvZ.jpg', 'width': 896, 'height': 1200}",2.0,4.5,3.25,20.0,28.0,24.0,,,,"['friendly', ' intelligent', ' alert', ' energetic', ' happy']","friendly, intelligent, alert, energetic, happy",1,1,1,0,1,0,0,0,https://cdn4.thedogapi.com/optimized/0qgmSrCbvZ.jpg
Pekingese,China,Toy,Lion-like appearance,6,Small,Very High,1.0,With Training,5,Moderate,High,7,"loyal, independent, confident, courageous, affectionate, alert",China,CN,"Small, compact toy dog of Chinese nobility with a long, profuse double coat, distinctive flat-faced expression, rolling gait, and regal bearing originally bred for Chinese royalty",Toy,Ancient breed developed in Chinese imperial court and held sacred in the Imperial Palace in Peking (now Beijing). Exclusively owned by royalty for over 1000 years until Western dogs were brought to England after British troops entered the Forbidden City in 1860 during the Opium Wars.,"{'id': 'QpW51pxyRk', 'url': 'https://cdn4.thedogapi.com/optimized/QpW51pxyRk.jpg', 'width': 1248, 'height': 848}",3.2,6.4,4.800000000000001,15.0,23.0,19.0,12.0,14.0,13.0,"['loyal', ' independent', ' confident', ' courageous', ' affectionate', ' alert']","loyal, independent, confident, courageous, affectionate, alert",1,0,0,0,1,1,0,1,https://cdn4.thedogapi.com/optimized/QpW51pxyRk.jpg
Pembroke Welsh Corgi,Wales,Herding,Short legs long body,9,Small,Moderate,2.0,Yes,8,Moderate,Moderate,5,"intelligent, affectionate, alert, outgoing, playful","Pembrokeshire, Wales",GB,"A low-set, strong, and sturdily built herding dog with short legs, fox-like face, alert expression, and naturally bobbed tail. Known for their intelligence, sturdy build, and distinctive appearance.",Herding,"Ancient herding breed from Pembrokeshire, Wales, brought by Flemish weavers in 1107. Developed as a cattle herding dog, their low stature allowed them to nip at cattle's heels and avoid being kicked. Closely associated with British royalty.","{'id': 'R33EpeVC4M', 'url': 'https://cdn4.thedogapi.com/optimized/R33EpeVC4M.jpg', 'width': 1200, 'height': 896}",11.0,14.0,12.5,25.0,30.0,27.5,12.0,13.0,12.5,"['intelligent', ' affectionate', ' alert', ' outgoing', ' playful']","intelligent, affectionate, alert, outgoing, playful",1,0,1,1,1,0,0,0,https://cdn4.thedogapi.com/optimized/R33EpeVC4M.jpg
Petit Basset Griffon Vendeen,France,Hound,Low-to-the-ground,7,Small,High,2.0,Yes,6,High,Moderate,7,"happy, outgoing, independent, alert, confident, energetic","Vendée, France",FR,"Small, rough-coated French scent hound with sturdy build, distinctive beard and mustache, built low to the ground for hunting rabbit and hare through dense underbrush. Known for their happy demeanor and lively personality.",Hound,"Developed in the 16th century Vendée region of France from larger Grand Griffon Vendéen hounds, bred specifically for hunting rabbit and hare in dense brush. The name describes the breed: Petit (small), Basset (low to the ground), Griffon (rough-coated), and Vendéen (from Vendée). First officially recognized in late 19th century.","{'id': '8pr48PjzQD', 'url': 'https://cdn4.thedogapi.com/optimized/8pr48PjzQD.jpg', 'width': 1232, 'height': 864}",11.0,18.0,14.5,33.0,38.0,35.5,12.0,16.0,14.0,"['happy', ' outgoing', ' independent', ' alert', ' confident', ' energetic']","happy, outgoing, independent, alert, confident, energetic",1,1,0,0,1,1,0,1,https://cdn4.thedogapi.com/optimized/8pr48PjzQD.jpg
Pharaoh Hound,Malta,Hound,Regal appearance,7,Medium,Moderate,2.0,Yes,8,Moderate,Low,7,"intelligent, friendly, playful, alert, affectionate",Malta,MT,"Medium-sized elegant sighthound with short tan coat, alert expression, and distinctive ability to 'blush' on nose and ears when excited. A graceful, powerful, and swift breed of ancient origins.",Hound,"National dog of Malta and ancient breed believed descended from Egyptian hunting dogs brought by Phoenician traders over 2,000 years ago. Known as 'Kelb tal-Fenek' (rabbit dog) in Malta, used for rabbit hunting. One of oldest domesticated breeds with depictions found in ancient Egyptian tombs. Recognized by AKC in 1983.","{'id': 'Byz6mgqEQ', 'url': 'https://cdn2.thedogapi.com/images/Byz6mgqEQ_1280.jpg', 'width': 3918, 'height': 2938}",20.0,25.0,22.5,53.0,64.0,58.5,12.0,14.0,13.0,"['intelligent', ' friendly', ' playful', ' alert', ' affectionate']","intelligent, friendly, playful, alert, affectionate",1,0,1,1,1,0,0,0,https://cdn2.thedogapi.com/images/Byz6mgqEQ_1280.jpg
Pointer,England,Sporting,Distinctive stance,8,Medium,Moderate,2.5,Yes,7,Moderate,Moderate,6,"intelligent, loyal, energetic, affectionate, even-tempered, adaptable",England,GB,"An athletic and graceful medium-large sporting dog renowned for its speed, stamina, and keen nose. Known for its characteristic pointing stance and aristocratic demeanor, the Pointer is a hard-driving hunting companion with exceptional field abilities.",Sporting,"The Pointer's ancestors are believed to have originated in Spain and were brought to England in the early 1700s. Developed by crossing Spanish Pointers with local scent and setter-type dogs, the breed was refined by British sportsmen into the premier bird-hunting gundog known for its iconic pointing stance.","{'id': 'nkXpNZTOqK', 'url': 'https://cdn4.thedogapi.com/optimized/nkXpNZTOqK.jpg', 'width': 1168, 'height': 912}",20.0,34.0,27.0,58.0,71.0,64.5,12.0,17.0,14.5,"['intelligent', ' loyal', ' energetic', ' affectionate', ' even-tempered', ' adaptable']","intelligent, loyal, energetic, affectionate, even-tempered, adaptable",1,1,1,0,0,0,1,0,https://cdn4.thedogapi.com/optimized/nkXpNZTOqK.jpg
Pomeranian,Germany,Toy,Fluffy double coat,8,Small,High,1.0,Yes,7,High,Moderate,7,"alert, intelligent, playful, confident, outgoing",Pomerania region (now parts of Germany and Poland),DE,"Small, compact, active toy spitz breed with abundant fluffy double coat, fox-like expression, and plumed tail carried over the back",Toy,Descended from larger Arctic spitz-type sled dogs and bred down to current small size in the Pomerania region. Popularity greatly increased by Queen Victoria who became a breeder and established distinct breed standards,"{'id': 'zuTzCtrqg3', 'url': 'https://cdn4.thedogapi.com/optimized/zuTzCtrqg3.jpg', 'width': 1136, 'height': 944}",1.4,3.2,2.3,15.0,18.0,16.5,12.0,16.0,14.0,"['alert', ' intelligent', ' playful', ' confident', ' outgoing']","alert, intelligent, playful, confident, outgoing",1,0,1,1,1,0,0,1,https://cdn4.thedogapi.com/optimized/zuTzCtrqg3.jpg
Poodle (Miniature),France,Non-Sporting,Curly hypoallergenic coat,8,Small,Very High,1.5,Yes,8,Low,Low,6,"intelligent, alert, playful, confident, eager to please",Germany,DE,"Elegant, athletic, and intelligent smaller version of the Standard Poodle with a curly, hypoallergenic coat and proud carriage",Non-Sporting,"Originally developed as water retrievers in Germany, the name 'Poodle' comes from German 'pudel' meaning 'to splash in water'. Miniature variety was bred down from Standard Poodles for companionship, circus performance, and truffle hunting","{'id': 'Hkxk4ecVX', 'url': 'https://cdn2.thedogapi.com/images/Hkxk4ecVX_1280.jpg', 'width': 1280, 'height': 853}",4.5,6.8,5.65,25.0,38.0,31.5,12.0,16.0,14.0,"['intelligent', ' alert', ' playful', ' confident', ' eager to please']","intelligent, alert, playful, confident, eager to please",0,0,1,1,1,0,0,1,https://cdn2.thedogapi.com/images/Hkxk4ecVX_1280.jpg
Poodle (Toy),France,Toy,Compact poodle,9,Toy,Very High,1.0,Yes,8,Low,Low,5,"intelligent, alert, confident, playful, affectionate, loyal, outgoing",Germany,DE,"Smallest Poodle variety with dense curly hypoallergenic coat and alert, intelligent demeanor. An elegant, proud companion dog known for exceptional trainability and performing ability.",Toy,Despite association with France the Poodle originated in Germany as water retrieving dog from German pudel meaning to splash in water. The Toy variety was bred down from Standard and Miniature Poodles for urban companionship and prized by aristocracy for intelligence and performing ability. AKC recognition 1887.,"{'id': 'rJFJVxc4m', 'url': 'https://cdn2.thedogapi.com/images/rJFJVxc4m_1280.jpg', 'width': 620, 'height': 403}",1.8,2.7,2.25,20.0,25.0,22.5,10.0,18.0,14.0,"['intelligent', ' alert', ' confident', ' playful', ' affectionate', ' loyal', ' outgoing']","intelligent, alert, confident, playful, affectionate, loyal, outgoing",1,0,1,1,1,0,0,1,https://cdn2.thedogapi.com/images/rJFJVxc4m_1280.jpg
Portuguese Podengo,Portugal,Hound,Perky ears,7,Medium,Moderate,2.0,Yes,8,Moderate,Low,8,"alert, intelligent, energetic, loyal, independent",Portugal,PT,"Ancient multi-purpose hound from Portugal that comes in three sizes (Pequeno, Medio, Grande) and two coat types (smooth and wire). Medium-sized, agile breed with erect ears, wedge-shaped head, and keen sight and scent abilities developed for hunting rabbits and small game",Hound,"Ancient breed dating back over 2000 years, likely descended from dogs brought by Phoenician and Roman traders. Developed in three distinct sizes to hunt different game across various Portuguese terrains, primarily rabbits and small game","{'id': 'yuhm3p2bXC', 'url': 'https://cdn4.thedogapi.com/optimized/yuhm3p2bXC.jpg', 'width': 1136, 'height': 944}",16.0,20.0,18.0,40.0,55.0,47.5,12.0,15.0,13.5,"['alert', ' intelligent', ' energetic', ' loyal', ' independent']","alert, intelligent, energetic, loyal, independent",0,1,1,0,1,1,0,0,https://cdn4.thedogapi.com/optimized/yuhm3p2bXC.jpg
Portuguese Water Dog,Portugal,Sporting,Curly weatherproof coat,8,Medium,High,2.0,Yes,8,Moderate,Moderate,6,"intelligent, loyal, energetic, athletic, eager to please",Portugal,PT,"Athletic, medium-sized working dog with a robust build and webbed feet, known for its single coat of curly or wavy waterproof hair. Originally bred as an all-around fisherman's helper.",Working,"Ancient breed from Portuguese coast, developed as fisherman's helper for herding fish into nets, retrieving tackle, and carrying messages between ships and shore. Nearly extinct in 20th century but saved through dedicated breeding efforts.","{'id': 'R3s06o7M9f', 'url': 'https://cdn4.thedogapi.com/optimized/R3s06o7M9f.jpg', 'width': 1120, 'height': 960}",16.0,27.0,21.5,43.0,58.0,50.5,11.0,13.0,12.0,"['intelligent', ' loyal', ' energetic', ' athletic', ' eager to please']","intelligent, loyal, energetic, athletic, eager to please",0,1,1,0,0,0,0,0,https://cdn4.thedogapi.com/optimized/R3s06o7M9f.jpg
Pudelpointer,Germany,Sporting,Versatile hunting,7,Medium,Moderate,2.5,Yes,8,Moderate,Low,7,"intelligent, loyal, eager to please, work-focused, energetic, playful",Germany,DE,"Medium to large versatile hunting dog combining Poodle intelligence with Pointer field abilities, featuring a distinctive dense wiry coat and keen, energetic temperament bred for exceptional performance in both field and water",Sporting,"Developed in Germany in the late 19th century by Baron von Zedlitz, who crossed German Poodles (Pudel) with English Pointers to create the ideal versatile gundog for field and water work","{'id': 'k2y6PuHMFy', 'url': 'https://cdn4.thedogapi.com/optimized/k2y6PuHMFy.jpg', 'width': 1232, 'height': 864}",20.0,32.0,26.0,53.0,69.0,61.0,11.0,14.0,12.5,"['intelligent', ' loyal', ' eager to please', ' work-focused', ' energetic', ' playful']","intelligent, loyal, eager to please, work-focused, energetic, playful",0,1,1,1,0,0,0,0,https://cdn4.thedogapi.com/optimized/k2y6PuHMFy.jpg
Pug,China,Toy,Wrinkled face,8,Small,Moderate,1.0,Yes,7,Moderate,High,6,"affectionate, playful, friendly, charming, adaptable",China,CN,"Small, compact, and sturdy toy breed with a distinctive wrinkled, short-muzzled face, curled tail, and charming, mischievous personality",Toy,"Ancient breed originating in China as prized companions for Chinese emperors. Brought to Europe in the 16th century by Dutch traders, became official dog of House of Orange in Holland, gained widespread popularity in Victorian England","{'id': 'sKx0rFHMRN', 'url': 'https://cdn4.thedogapi.com/optimized/sKx0rFHMRN.jpg', 'width': 1264, 'height': 832}",6.0,8.0,7.0,25.0,33.0,29.0,,,,"['affectionate', ' playful', ' friendly', ' charming', ' adaptable']","affectionate, playful, friendly, charming, adaptable",1,0,0,1,0,0,1,0,https://cdn4.thedogapi.com/optimized/sKx0rFHMRN.jpg
Pyrenean Mountain Dog,France,Working,Guard dog,7,Giant,High,2.0,Yes,6,High,High,7,"gentle, confident, protective, independent, calm, loyal","Pyrenees Mountains, France",FR,"Large, majestic, and immensely powerful livestock guardian with thick white double coat and natural guardian instincts developed for mountain work",Working,Ancient breed used for centuries by shepherds in the Pyrenees Mountains of France and Spain to guard flocks against predators like wolves and bears. Known as 'Chien de Montagne des Pyrénées' and standardized by the FCI.,"{'id': 'tmAE5C1taz', 'url': 'https://storage.googleapis.com/dog-api-uploads-prod/originals/1b8f2066-261d-46d4-a358-23f61edc5d1a.png', 'width': 2950, 'height': 2242}",39.0,73.0,56.0,63.0,81.0,72.0,10.0,12.0,11.0,"['gentle', ' confident', ' protective', ' independent', ' calm', ' loyal']","gentle, confident, protective, independent, calm, loyal",0,0,0,0,1,1,1,1,https://storage.googleapis.com/dog-api-uploads-prod/originals/1b8f2066-261d-46d4-a358-23f61edc5d1a.png
Rat Terrier,USA,Terrier,Athletic agile,7,Small-Medium,Low,2.0,Yes,7,Moderate,Moderate,7,"alert, intelligent, energetic, friendly, playful, loyal",United States,US,"Compact, energetic American terrier with smooth coat and athletic build, developed as a versatile all-purpose farm dog and vermin hunter",Terrier,"Developed in early 20th century United States from European terriers brought by British migrants, including Fox Terrier and Manchester Terrier, for farm vermin control and companionship. President Theodore Roosevelt was a notable owner and credited with naming the breed. AKC recognition in 2013.","{'id': 'mR1VeAsbKF', 'url': 'https://cdn4.thedogapi.com/optimized/mR1VeAsbKF.jpg', 'width': 1152, 'height': 928}",4.0,11.0,7.5,25.0,46.0,35.5,12.0,18.0,15.0,"['alert', ' intelligent', ' energetic', ' friendly', ' playful', ' loyal']","alert, intelligent, energetic, friendly, playful, loyal",1,1,1,1,1,0,0,0,https://cdn4.thedogapi.com/optimized/mR1VeAsbKF.jpg
Redbone Coonhound,USA,Hound,Redish coat,8,Medium,Moderate,2.0,Yes,6,Moderate,Low,7,"friendly, loyal, eager to please, energetic, affectionate",United States,US,"Medium to large athletic hound with a striking solid red coat, known for its speed, agility, and powerful scenting ability. Sleek and muscular, this breed was developed specifically for hunting raccoons and other game.",Hound,"Developed in the American South, primarily in Georgia, during the late 18th and early 19th centuries by Scottish immigrants. Created from red-colored Irish Foxhounds and Bloodhounds to produce a fast, hot-nosed hound for trailing and treeing raccoons and larger game. The breed name is attributed to early breeder Peter Redbone. Recognized by the AKC in 2009.","{'id': 'HJMzEl5N7', 'url': 'https://cdn2.thedogapi.com/images/HJMzEl5N7_1280.jpg', 'width': 1537, 'height': 1323}",20.0,32.0,26.0,53.0,69.0,61.0,12.0,15.0,13.5,"['friendly', ' loyal', ' eager to please', ' energetic', ' affectionate']","friendly, loyal, eager to please, energetic, affectionate",1,1,1,0,0,0,0,0,https://cdn2.thedogapi.com/images/HJMzEl5N7_1280.jpg
