name,species_id,temperament,origin,country_code,description,breed_group,history,image,weight_min_kg,weight_max_kg,weight_avg_kg,height_min_cm,height_max_cm,height_mid_cm,life_span_min_years,life_span_max_years,life_span_mid_years
Skye Terrier,2,"loyal, courageous, intelligent, calm, confident","Isle of Skye, Scotland",GB,"Long, low-built terrier with flowing double coat that parts down the middle and distinctive feathered ears. Despite its elegant, stylish appearance, this is a hardy and courageous working dog with a dignified demeanor, originally bred for hunting vermin on the Isle of Skye.",Terrier,"Developed on the Isle of Skye in Scotland for hunting fox, otter, and vermin in rocky terrain. Gained popularity in the 19th century when Queen Victoria became a fancier. Made famous by Greyfriars Bobby in Edinburgh. Recognized by AKC in 1887.","{'id': 'EAOmB1oGAh', 'url': 'https://cdn4.thedogapi.com/optimized/EAOmB1oGAh.jpg', 'width': 1200, 'height': 880}",11.0,20.0,15.5,23.0,27.0,25.0,12.0,14.0,13.0
Sloughi,2,"independent, gentle, loyal, intelligent, reserved",North Africa,MA,"Ancient, elegant North African sighthound with lean athletic build and smooth short coat, bred by Berber and Bedouin tribes for hunting in desert terrain. Known for its noble, graceful appearance and reserved temperament.",Hound,"Ancient sighthound breed developed by Berber and Bedouin tribes in North Africa for hunting desert game such as gazelle, hare, fox, and jackal over vast distances. Highly prized for speed, endurance, and graceful gait in harsh desert conditions. Recognized by FCI and AKC.","{'id': 'Hty4RiVLuY', 'url': 'https://cdn4.thedogapi.com/optimized/Hty4RiVLuY.jpg', 'width': 928, 'height': 1152}",16.0,32.0,24.0,61.0,74.0,67.5,12.0,15.0,13.5
Slovak Cuvac,2,"alert, courageous, loyal, protective, independent, confident",Slovakia,SK,"Large, robust white livestock guardian dog of the mountain type with thick double coat, known for its imposing stature and courageous, protective nature developed for livestock protection in Slovakia",Working,"Ancient breed developed in Slovak mountainous regions for guarding livestock for centuries. After World War II, the breed was nearly extinct until Dr. Antonin Hruza established a breeding program to restore numbers. Officially standardized in 20th century and recognized by FCI in 1964.","{'id': 'ScJbN2cIKo', 'url': 'https://cdn4.thedogapi.com/optimized/ScJbN2cIKo.jpg', 'width': 1200, 'height': 896}",30.0,45.0,37.5,59.0,70.0,64.5,11.0,13.0,12.0
Slovak Rough-haired Pointer,2,"intelligent, loyal, energetic, work-focused, adaptable",Slovakia,SK,"A versatile and noble-looking medium-to-large gundog with harsh, wiry gray coat and muscular, athletic build. Distinguished by its endurance in the field and developed for pointing, tracking, and retrieving on land and in water.",Sporting,"Developed in Slovakia after World War II in the 1950s by crossing German Wirehaired Pointers, Weimaraners, and Cesky Fousek with local hunting dogs. The goal was to create a versatile, durable gundog capable of pointing, tracking, and retrieving on land and in water. Officially recognized by the FCI in 1983.","{'id': 'fn2j6dPENK', 'url': 'https://cdn4.thedogapi.com/optimized/fn2j6dPENK.jpg', 'width': 896, 'height': 1200}",22.0,35.0,28.5,57.0,68.0,62.5,12.0,15.0,13.5
Slovenský kopov,2,"courageous, energetic, intelligent, loyal, alert, work-focused",Slovakia,SK,"Medium-sized black and tan scent hound of Slovakian origin, known for exceptional endurance and tenacious courage. Bred specifically for tracking and hunting wild boar in mountainous and rugged terrain, this persistent scenthound combines intelligence with a distinctive work-focused temperament.",Hound,Ancient national breed developed in Slovakia during the 1950s by crossing local hunting dogs with other European scent hounds. Specifically bred as a versatile scenthound for tracking and hunting wild boar and deer in mountainous terrain. The breed standard was first established in 1963.,"{'id': 'w1x9MMmJmL', 'url': 'https://cdn4.thedogapi.com/optimized/w1x9MMmJmL.jpg', 'width': 1184, 'height': 896}",15.0,20.0,17.5,40.0,50.0,45.0,12.0,14.0,13.0
Smaland Hound,2,"calm, intelligent, loyal, alert, energetic","Småland, Sweden",SE,"Medium-sized Swedish scenthound and the oldest native Swedish scent hound, featuring a compact, sturdy build with a tricolor coat and often naturally bobbed tail. Known for keen hunting ability and alert, energetic temperament.",Hound,"Sweden's oldest native scent hound with origins dating back to the 16th century, developed in Småland province for hunting hare and fox. Modern breed established in early 20th century from local scenthounds and imported European hounds, bred for natural bobtail trait and versatility in dense southern Swedish forests.","{'id': 'RFKlSlB9G5', 'url': 'https://cdn4.thedogapi.com/optimized/RFKlSlB9G5.jpg', 'width': 1088, 'height': 976}",13.6,20.4,17.0,43.2,53.5,48.35,12.0,15.0,13.5
Small Međimurje Dog,2,"energetic, intelligent, alert, loyal, affectionate","Međimurje, Croatia",HR,"A small Croatian hunting dog with compact build and keen scenting abilities, historically known as 'Međimurski ftičar' (little bird hunter). This rare, energetic breed combines primitive-type characteristics with scenthound abilities and makes a loyal companion and courageous watchdog.",Hound,"Developed in the Međimurje region of northwestern Croatia as a hunting companion for small game, traditionally known as 'Međimurski ftičar' (little bird hunter). Known locally for generations as both hunter and companion, provisionally recognized by the FCI in 2022.","{'id': 'EAo8K4kp5t', 'url': 'https://cdn4.thedogapi.com/optimized/EAo8K4kp5t.jpg', 'width': 1200, 'height': 896}",7.0,16.0,11.5,32.0,43.0,37.5,12.0,15.0,13.5
Small Münsterländer,2,"intelligent, eager to please, energetic, loyal, adaptable","Münster region, Germany",DE,"Medium-sized versatile hunting dog of German origin with distinctive brown and white or brown roan feathered coat, known for excellent pointing and retrieving abilities and elegant appearance",Sporting,"Developed in the Münsterland region of Germany in the early 1900s from crossing German Longhaired Pointers with Brittany-type dogs and long-haired German Spaniels to create a versatile, all-purpose hunting companion","{'id': 'AX0nuGJ1W9', 'url': 'https://cdn4.thedogapi.com/optimized/AX0nuGJ1W9.jpg', 'width': 1344, 'height': 800}",18.0,30.0,24.0,50.0,56.0,53.0,12.0,14.0,13.0
Smithfield,2,"intelligent, loyal, work-focused, alert, independent, courageous",England,GB,"Large historical herding dog with thick, shaggy coat originally used for droving cattle to London's Smithfield Market. Considered an ancestor of the Old English Sheepdog, this hardy working breed is now extinct in its original form, though similar types persist in Australia as landrace breeds.",Herding,"Historic droving breed originating in England, named after London's Smithfield Market where these dogs drove and managed cattle. Known for hardiness and intelligence, they were brought to Australia and Tasmania by early settlers. The original English Smithfield is now extinct, but similar types persist as landrace breeds in Australia. Considered a key ancestor to modern Old English Sheepdogs and Bearded Collies.","{'id': 'Zf32t5dOel', 'url': 'https://cdn4.thedogapi.com/optimized/Zf32t5dOel.jpg', 'width': 896, 'height': 1200}",14.0,25.0,19.5,43.0,53.0,48.0,12.0,14.0,13.0
Smooth Collie,2,"intelligent, loyal, gentle, friendly, devoted",Scotland and Northern England,GB,"Medium to large graceful herding dog with short, dense, smooth coat and elegant build. Distinguished by its intelligent, gentle expression and lithe, active build, the Smooth Collie shares the same chassis and sweet temperament as its rough-coated counterpart but is an easier-to-groom variety",Herding,"Developed in the Scottish Highlands and Northern England as a sheep-herding dog, sharing ancestry with the Rough Collie but selected for shorter coat favored in milder climates. Popularity surged after Queen Victoria became an enthusiast in the 19th century","{'id': 'UDfnMbIhDx', 'url': 'https://cdn4.thedogapi.com/optimized/UDfnMbIhDx.jpg', 'width': 1264, 'height': 848}",23.0,34.0,28.5,56.0,66.0,61.0,12.0,14.0,13.0
Smooth Fox Terrier,2,"energetic, alert, intelligent, friendly, courageous, playful",England,GB,"Compact, energetic terrier with a predominantly white, short, smooth coat and keen, alert expression. This sturdy, medium-sized breed combines intelligence with the bold, lively spirit characteristic of terriers.",Terrier,"Developed in England in the 18th-19th century for fox hunting, with their primary role being to 'bolt' foxes from dens. Refined from various terrier breeds and hounds, standardized by English foxhunters. Smooth and Wire Fox Terriers were considered one breed until 1985.","{'id': 'Syszjx9Em', 'url': 'https://cdn2.thedogapi.com/images/Syszjx9Em_1280.jpg', 'width': 1600, 'height': 1031}",7.0,8.5,7.75,36.0,39.0,37.5,12.0,15.0,13.5
Soft Coated Wheaten Terrier,2,"friendly, happy, intelligent, devoted, energetic",Ireland,IE,"Medium-sized, hardy and agile terrier distinguished by its soft, silky, gently waving coat of warm wheaten color and lively expression. Known for their joyful, affectionate nature with a steady, confident temperament.",Terrier,"Ancient Irish breed developed over 200 years as versatile farm dog for herding, guarding property, and vermin control. Known as the 'poor man's Wolfhound,' gained official recognition from Irish Kennel Club in 1937 and AKC in 1973.","{'id': 'ikOLxquC5T', 'url': 'https://cdn4.thedogapi.com/optimized/ikOLxquC5T.jpg', 'width': 1136, 'height': 928}",14.0,18.0,16.0,43.0,48.0,45.5,12.0,15.0,13.5
Spanish Greyhound,2,"gentle, calm, intelligent, affectionate, independent, loyal",Spain,ES,"An ancient sighthound breed from Spain known for its lean, athletic build, speed, and gentle, calm temperament. Also called Galgo Español, they come in both smooth and wire-coated varieties and are bred for grace and reserved demeanor.",Hound,Ancient breed with roots tracing back over 2000 years to Celtic hounds in the Iberian Peninsula. Used by Spanish nobility and rural hunters for coursing hare across open plains and fields. Recognized by FCI and national Spanish kennel club.,"{'id': 'RWX91nugBL', 'url': 'https://cdn4.thedogapi.com/optimized/RWX91nugBL.jpg', 'width': 992, 'height': 1072}",20.0,30.0,25.0,58.0,70.0,64.0,12.0,15.0,13.5
Spanish Mastiff,2,"protective, calm, loyal, intelligent, independent, affectionate",Spain,ES,"A massive, powerful livestock guardian dog with loose skin, thick double coat, and noble demeanor. Known for its deep bark and protective nature, this giant breed combines calm temperament with strong guardian instincts.",Working,"Ancient livestock guardian breed from the Iberian Peninsula, used for centuries to protect migrating Merino sheep flocks from wolves and other predators. Documented since medieval times and recognized by the FCI.","{'id': '0LTwpSgZVX', 'url': 'https://cdn4.thedogapi.com/optimized/0LTwpSgZVX.jpg', 'width': 1168, 'height': 912}",50.0,100.0,75.0,71.0,89.0,80.0,10.0,12.0,11.0
Spanish Water Dog,2,"loyal, intelligent, work-focused, athletic, energetic, alert",Spain,ES,"Medium-sized rustic water dog with distinctive curly woolly coat, athletic build, and versatile multi-purpose working ability",Herding,"Ancient all-purpose farm dog from the Iberian Peninsula, used for centuries in Spain for herding livestock, retrieving waterfowl for hunters, and assisting fishermen. Nearly extinct but successfully revived in the 1970s","{'id': 'HJf4jl9VX', 'url': 'https://cdn2.thedogapi.com/images/HJf4jl9VX_1280.jpg', 'width': 1200, 'height': 922}",14.0,22.0,18.0,40.0,50.0,45.0,12.0,14.0,13.0
Spino degli Iblei,2,"courageous, independent, loyal, alert, intelligent","Sicily, Italy",IT,"Medium-sized rough-coated Italian hunting dog developed in the Iblean Mountains of Sicily for wild boar and game tracking, characterized by a rustic appearance and strong territorial nature",Hound,"Ancient Sicilian hunting breed developed in the Iblean Mountains for wild boar and game hunting, brought back from near extinction through dedicated recovery efforts and recognized by Italian breed registries","{'id': 'MZoAyXQoxY', 'url': 'https://cdn4.thedogapi.com/optimized/MZoAyXQoxY.jpg', 'width': 1120, 'height': 944}",18.0,35.0,26.5,43.0,56.0,49.5,12.0,14.0,13.0
Spinone Italiano,2,"gentle, patient, loyal, intelligent, docile, affectionate",Italy,IT,"Large, robust, and muscular hunting dog with a distinctive dense wiry coat, expressive beard and eyebrows, and patient gentle expression. Built for all-terrain hunting with a rugged yet versatile build and methodical hunting style.",Sporting,"Ancient Italian breed from the Piedmont region dating back to 500 BC, developed as a versatile gundog for hunting in dense, thorny terrain. Known since at least the Renaissance and valued for tracking, pointing and retrieving. The breed faced near extinction after World War II but was revived by dedicated enthusiasts.","{'id': 'AO4eNHKHfu', 'url': 'https://cdn4.thedogapi.com/optimized/AO4eNHKHfu.jpg', 'width': 1200, 'height': 896}",28.0,37.0,32.5,56.0,69.0,62.5,10.0,12.0,11.0
Sporting Lucas Terrier,2,"alert, intelligent, friendly, energetic, courageous",England,GB,"Small, sturdy, and active working terrier developed for hunting ability with a harsh weatherproof double coat and compact build, known for its friendly and game nature",Terrier,"Developed in the late 1940s by Sir Jocelyn Lucas in England, crossing Sealyham Terriers with Norfolk Terriers to create a smaller, more agile working terrier capable of accompanying hounds","{'id': 'wcG7Cht3oK', 'url': 'https://cdn4.thedogapi.com/optimized/wcG7Cht3oK.jpg', 'width': 1056, 'height': 1008}",5.0,8.0,6.5,25.0,33.0,29.0,12.0,15.0,13.5
Springerdoodle,2,"intelligent, friendly, energetic, playful, affectionate, eager to please, loyal",United States,US,"Medium to large crossbreed combining the English Springer Spaniel's athleticism and friendly sporting nature with the Poodle's intelligence and low-shedding coat. This energetic, versatile designer breed often has a curly coat and makes an excellent family companion.",Mixed,"Modern designer crossbreed developed primarily in the United States in recent decades to combine the English Springer Spaniel's friendly, athletic sporting nature with the Poodle's intelligence and hypoallergenic coat qualities. Also seen in the UK but not recognized by major kennel clubs.","{'id': 'CbujZhEfZg', 'url': 'https://cdn4.thedogapi.com/optimized/CbujZhEfZg.jpg', 'width': 1408, 'height': 768}",16.0,32.0,24.0,43.0,64.0,53.5,11.0,15.0,13.0
Sprocker Spaniel,2,"energetic, intelligent, friendly, loyal, affectionate, active, eager to please",United Kingdom,GB,"A popular, highly energetic and intelligent crossbreed combining the Springer Spaniel and the Cocker Spaniel. Originally bred by gamekeepers for working and hunting, Sprockers have boundless stamina, exceptional agility, and a very friendly, loyal temperament.",Mixed breed,Developed in the United Kingdom by gamekeepers who desired a robust working gundog that combined the stamina of the English Springer Spaniel with the size and agility of the Cocker Spaniel. Very popular in the UK as both a working dog and a companion.,"{'id': 'vx7aj4UuCl', 'url': 'https://cdn4.thedogapi.com/optimized/vx7aj4UuCl.jpg', 'width': 1408, 'height': 768}",13.6,20.0,16.8,35.0,46.0,40.5,10.0,14.0,12.0
Sprollie,2,"intelligent, energetic, loyal, athletic, eager to please, work-focused",United Kingdom,GB,"Medium to large energetic crossbreed between a Border Collie and English Springer Spaniel, known for its high intelligence, athleticism, work drive, and affectionate nature",Mixed,"Modern designer crossbreed developed by crossing English Springer Spaniels with Border Collies to combine the intense intelligence and work ethic of the Collie with the friendly, eager-to-please nature of the Spaniel, creating a versatile companion and sporting dog","{'id': 'vo4IzA5V8M', 'url': 'https://storage.googleapis.com/dog-api-uploads-prod/originals/2423c12a-5bff-4690-95fd-0a2bdbe1c78e.jpeg', 'width': 1408, 'height': 768}",14.0,32.0,23.0,43.0,56.0,49.5,12.0,15.0,13.5
Stabyhoun,2,"gentle, intelligent, calm, loyal, friendly, devoted","Friesland, Netherlands",NL,"Medium-sized versatile Dutch pointing dog from Friesland with a distinctive sleek, longish black and white coat and gentle, calm temperament. One of the rarest breeds in the world and considered a Dutch national treasure.",Sporting,"Developed in the Friesland province of the Netherlands in the 1800s as a versatile farm dog for pointing, retrieving game, and controlling vermin. One of the rarest breeds in the world and considered a Dutch national treasure.","{'id': 'byIyyFpQpl', 'url': 'https://cdn4.thedogapi.com/optimized/byIyyFpQpl.jpg', 'width': 1248, 'height': 864}",18.0,25.0,21.5,47.0,55.0,51.0,,,
Staffordshire Bull Terrier,2,"courageous, intelligent, affectionate, loyal, confident, energetic","Staffordshire, England",GB,"Compact, muscular, and stocky terrier with broad head and strong build, known for great strength, agility, courage, and affectionate nature with family",Terrier,"Developed in 19th-century Staffordshire, England by crossing bulldogs with local terriers for bull-baiting and dog fighting. After these sports were banned, breeders refined the breed into the affectionate and reliable family companion known today","{'id': 'H1zSie9V7', 'url': 'https://cdn2.thedogapi.com/images/H1zSie9V7_1280.jpg', 'width': 1280, 'height': 852}",11.0,17.0,14.0,36.0,41.0,38.5,12.0,14.0,13.0
Standard Schnauzer,2,"intelligent, alert, energetic, loyal, protective, devoted",Germany,DE,"Medium-sized, robust dog with distinctive beard and eyebrows, square build and wiry coat. An intelligent, high-spirited breed that serves as both a versatile working dog and loyal companion.",Working,"The original Schnauzer breed dating back to the Middle Ages in Germany, developed as versatile farm dogs for guarding property, herding livestock, ratting and exterminating vermin. Recognized by AKC since 1904.","{'id': 'dtz9b2Lrz', 'url': 'https://cdn2.thedogapi.com/images/dtz9b2Lrz.jpg', 'width': 1275, 'height': 1920}",14.0,23.0,18.5,44.0,50.0,47.0,,,
Stephens Stock,2,"courageous, loyal, intelligent, alert, work-focused, energetic","Southeastern Kentucky, United States",US,"Medium-sized American treeing hound with compact, muscular build and agile frame. Known for courage, intelligence, and tenacity in hunting game from squirrels to bears. Features a short, dense coat typically black with white markings or black and tan coloring.",Hound,"Developed in southeastern Kentucky by the Stephens family in the early 20th century from Mountain Cur stock. Selectively bred for specific 'silent on track, tree with a chop' hunting style for small game, notably squirrel and raccoon. Recognized by United Kennel Club in 1995.","{'id': 'UNrBXeDyzu', 'url': 'https://cdn4.thedogapi.com/optimized/UNrBXeDyzu.jpg', 'width': 960, 'height': 1120}",16.0,29.0,22.5,41.0,58.0,49.5,10.0,16.0,13.0
St. Hubert Jura Hound,2,"gentle, intelligent, devoted, calm, work-focused","Jura Mountains, Switzerland",CH,"A medium-sized Swiss scent hound of the Jura variety, distinguished by its noble appearance, long ears, and more substantial head structure indicating St. Hubert Hound influence. Known for exceptional stamina, tracking ability, and endurance in mountainous terrain.",Hound,"A variety of the Swiss Hound originating in the Jura Mountains, descended from ancient St. Hubert Hounds. Developed for tracking hare, roe deer, and fox in mountainous terrain. The 'St. Hubert' type shows heavier build and head structure indicating French St. Hubert Hound influence.","{'id': 'Lkbg05afOk', 'url': 'https://cdn4.thedogapi.com/optimized/Lkbg05afOk.jpg', 'width': 1200, 'height': 896}",15.0,25.0,20.0,44.0,58.0,51.0,12.0,14.0,13.0
Styrian Coarse-haired Hound,2,"work-focused, loyal, courageous, independent, alert","Styria, Austria",AT,"Medium-sized, rugged Austrian scent hound with a distinctive coarse, wiry red coat, known for its perseverance and stamina as a hunter in mountainous terrain. Bred specifically for tracking wounded game over difficult, high-altitude terrain.",Hound,"Developed in the 1870s in the Austrian province of Styria by Carl Peintinger by crossing a Hanoverian Scenthound with an Istrian Coarse-haired Hound to create a resilient hound capable of tracking boar and deer in high-altitude, rugged mountainous terrain","{'id': '30LyjIob3H', 'url': 'https://cdn4.thedogapi.com/optimized/30LyjIob3H.jpg', 'width': 992, 'height': 1072}",15.0,18.0,16.5,45.0,53.0,49.0,12.0,14.0,13.0
Sussex Spaniel,2,"calm, gentle, friendly, loyal, alert","Sussex, England",GB,"A long, low, and muscular spaniel with a distinctive rich golden liver coat and rolling gait, bred for hunting in dense undergrowth. Known for its calm and affectionate nature, this massive spaniel moves with deliberate purpose and steady temperament.",Sporting,Developed in Sussex County England in the 18th-19th centuries by landowners specifically for hunting in dense forests and undergrowth. Nearly extinct after WWII but saved by dedicated breeders. Recognized by Kennel Club in 1872 and AKC in 1884.,"{'id': 'mGvB4pgQ05', 'url': 'https://cdn4.thedogapi.com/optimized/mGvB4pgQ05.jpg', 'width': 1440, 'height': 736}",16.0,20.0,18.0,33.0,38.0,35.5,12.0,15.0,13.5
Swedish Lapphund,2,"alert, intelligent, affectionate, friendly, energetic, loyal",Sweden,SE,"Medium-sized spitz-type herding dog with dense black double coat and curled tail, bred by the Sami people for reindeer herding. Known for its lively expression, intelligence, and versatile working ability as both herder and guardian.",Herding,"Ancient Nordic spitz breed developed by the Sami people for herding and guarding reindeer in Arctic regions of Sweden. One of Sweden's three national breeds and oldest spitz breeds, officially recognized by Swedish Kennel Club in 1944.","{'id': 'nMhxLqzAph', 'url': 'https://cdn4.thedogapi.com/optimized/nMhxLqzAph.jpg', 'width': 1168, 'height': 912}",17.0,30.0,23.5,40.0,51.0,45.5,12.0,14.0,13.0
Swedish Vallhund,2,"alert, energetic, friendly, intelligent, courageous, playful, eager to please",Sweden,SE,"Small, powerful spitz-type herding dog with short legs, pointed ears, curled tail, and distinctive wolf-like markings. This ancient and fearless breed is often referred to as 'the Viking dog' and features a weather-resistant double coat.",Herding,"Ancient Swedish breed dating back over 1,000 years to the Viking era, used as an all-purpose farm dog for herding cattle, vermin control, and guarding. Also called Västgötaspets, believed to share ancestry with the Welsh Corgi. Recognized by Swedish Kennel Club in 1943, AKC in 2007.","{'id': 'HJ-Dix94Q', 'url': 'https://cdn2.thedogapi.com/images/HJ-Dix94Q_1280.jpg', 'width': 1280, 'height': 851}",9.0,16.0,12.5,29.0,35.0,32.0,12.0,15.0,13.5
Taigan,2,"independent, calm, intelligent, loyal, courageous, reserved",Kyrgyzstan,KG,"Ancient, elegant sighthound from the high-altitude Tian Shan mountains of Kyrgyzstan with long, silky coat and feathered ears, adapted for hunting in mountainous terrain",Hound,"Ancient aboriginal sighthound breed from the mountainous Tian Shan region of Kyrgyzstan, developed by nomadic tribes as a versatile hunter capable of working at high altitudes in harsh conditions. Integral part of Kyrgyz national culture and recognized by FCI as breed No. 337","{'id': 'WhscnPubJR', 'url': 'https://cdn4.thedogapi.com/optimized/WhscnPubJR.jpg', 'width': 1216, 'height': 880}",25.0,35.0,30.0,60.0,71.0,65.5,11.0,14.0,12.5
Taiwan Dog,2,"alert, loyal, courageous, intelligent, independent",Taiwan,TW,"Medium-sized spitz-type dog with triangular erect ears, wedge-shaped head, and sickle tail. This athletic, ancient hunting breed is characterized by its keen senses, strong hunting instincts, and unwavering loyalty to family.",Spitz and Primitive Types,Ancient indigenous breed descended from hunting dogs of Taiwanese aboriginal tribes in the central mountain regions. Originally used for hunting wild boar and as guard dogs. Nearly extinct but revived through dedicated breeding program in the 1970s. Recognized by FCI (Standard No. 348).,"{'id': 'JF4NsbSm9C', 'url': 'https://cdn4.thedogapi.com/optimized/JF4NsbSm9C.jpg', 'width': 1264, 'height': 848}",11.0,18.0,14.5,43.0,52.0,47.5,12.0,15.0,13.5
Tamaskan Dog,2,"intelligent, loyal, friendly, athletic, alert, energetic",Finland,FI,"Large, athletic wolf-like breed developed to resemble wolves while maintaining a friendly, trainable domestic dog temperament. Features a thick double coat and striking wolf-like appearance created through selective breeding of Nordic breeds.",Working,"Developed in Finland in the 1980s by crossing Siberian Huskies, Alaskan Malamutes, and German Shepherds to create a dog with distinctive wolf-like appearance combined with gentle, family-oriented temperament. Part of AKC Foundation Stock Service but not fully recognized by major kennel clubs.","{'id': '5ePe368T3Z', 'url': 'https://cdn4.thedogapi.com/optimized/5ePe368T3Z.jpg', 'width': 1264, 'height': 848}",23.0,45.0,34.0,61.0,71.0,66.0,,,
Tang Dog,2,"loyal, intelligent, independent, protective, alert",China,CN,"A medium-sized, ancient Chinese landrace dog with athletic build, thick double coat, and curled tail. Known for its primitive appearance, loyalty, intelligence, and protective temperament.",Non-Sporting,"An ancient, indigenous Chinese landrace dog that has served for centuries as a versatile farm and family dog in southern China, especially in Hong Kong and the Pearl River Delta. Valued for guarding, hunting, and companionship, this breed is closely related to other primitive East Asian breeds and is currently the subject of preservation efforts to standardize and protect it.","{'id': '8Nj2jRAIDp', 'url': 'https://cdn4.thedogapi.com/optimized/8Nj2jRAIDp.jpg', 'width': 1200, 'height': 896}",12.0,25.0,18.5,40.0,55.0,47.5,12.0,16.0,14.0
Tarsus Çatalburun,2,"loyal, intelligent, energetic, alert, work-focused","Tarsus, Turkey",TR,A rare Turkish gundog known for its distinctive split nose and exceptional scenting abilities. This athletic hunting breed from the Tarsus region combines keen pointing skills with a unique congenital split nose believed to enhance scenting ability.,Sporting,"A rare landrace gundog from the Tarsus region of Turkey, prized by local hunters for centuries. This ancient breed is one of the few with a congenital split nose, believed to enhance scenting ability. Traditionally used for hunting partridge and small game, it is recognized as a national breed by the Turkish Kennel Club (KIF) but not by major international kennel clubs.","{'id': 'CRhGHQDQZt', 'url': 'https://cdn4.thedogapi.com/optimized/CRhGHQDQZt.jpg', 'width': 1408, 'height': 768}",16.0,25.0,20.5,46.0,61.0,53.5,10.0,14.0,12.0
Tatra Shepherd Dog,2,"protective, intelligent, calm, confident, loyal, independent, courageous","Tatra Mountains, Poland",PL,"Large, powerful, and purely white livestock guardian dog from the Tatra Mountains with dense double coat, imposing presence, and noble bearing. Ancient flock guardian bred for autonomous work protecting sheep from wolves and bears.",Working,Ancient breed developed for centuries by Goral highlanders in the Polish Tatra Mountains as independent livestock guardian protecting flocks from wolves and bears. White coat helped shepherds distinguish it from predators at night. Recognized by FCI and The Kennel Club (UK).,"{'id': 'pnfOqux3JC', 'url': 'https://cdn4.thedogapi.com/optimized/pnfOqux3JC.jpg', 'width': 1072, 'height': 992}",36.0,59.0,47.5,60.0,71.0,65.5,10.0,13.0,11.5
Teddy Roosevelt Terrier,2,"alert, loyal, intelligent, courageous, energetic, playful, friendly",United States,US,"A low-set, compact, muscular terrier with short legs and sturdy build, slightly longer than tall with a lively, alert expression. Developed as a small-to-medium-sized hunting and farm terrier for ratting and vermin control duties.",Terrier,"Developed in the United States from Rat Terriers and other small terriers, bred for farm work, hunting, and vermin control abilities. Named in honor of President Theodore Roosevelt, who was associated with similar terrier types. Recognized by the AKC in 2022.","{'id': 'w7RJ7eRzvW', 'url': 'https://cdn4.thedogapi.com/optimized/w7RJ7eRzvW.jpg', 'width': 1072, 'height': 992}",4.0,11.0,7.5,20.0,38.0,29.0,,,
Telomian,2,"intelligent, alert, independent, loyal, energetic",Malaysia,MY,"Medium-sized primitive spitz-type dog from Malaysia with distinctive upright ears, curled tail, and compact athletic build. Known for its unique climbing ability and originally developed by the Orang Asli people for hunting and pest control.",Pariah,Originated among the Orang Asli indigenous people of Malaysia as a vermin hunter and camp watchdog. Their unique climbing ability evolved from entering raised stilt houses. First documented pair brought to United States in 1963 by anthropologist Dr. Orville Elliot.,"{'id': '93VflGzJBY', 'url': 'https://cdn4.thedogapi.com/optimized/93VflGzJBY.jpg', 'width': 1120, 'height': 944}",8.0,13.0,10.5,38.0,48.0,43.0,12.0,15.0,13.5
Tenterfield Terrier,2,"alert, intelligent, energetic, loyal, confident, affectionate, playful, friendly","Tenterfield, New South Wales, Australia",AU,"Small, compact, agile terrier with a smooth, short coat and alert expression. Strong, active, and athletic, slightly longer than high, this breed was developed for farm work and vermin control with an alert and friendly disposition.",Terrier,"Developed in Australia from small terriers and miniature Fox Terriers brought by British settlers in the 19th century to the Tenterfield region of New South Wales. Bred as versatile vermin hunters and companions for farm work and ratting, developing as a distinct breed through the 19th and 20th centuries. The breed name references the town of Tenterfield, NSW, where they were prevalent, and was officially adopted in the late 20th century. Recognized by the Australian National Kennel Council.","{'id': '20lCLdGZ6Q', 'url': 'https://cdn4.thedogapi.com/optimized/20lCLdGZ6Q.jpg', 'width': 896, 'height': 1200}",2.7,4.5,3.6,24.0,31.0,27.5,12.0,16.0,14.0
Thai Bangkaew Dog,2,"alert, loyal, protective, intelligent, independent","Bangkaew, Phitsanulok Province, Thailand",TH,"Medium-sized spitz-type dog with a fox-like face, thick double coat, pricked ears, and plumed tail, known for its loyalty and protective nature",Spitz and Primitive Types,"Originated from Wat Bangkaew monastery in early 20th century from a cross between a native domestic dog and wild canid. Developed as guard dog and companion in rural Thailand, traditionally kept as watchdogs. Recognized by FCI in Group 5.","{'id': 'ZrUZGKHJZq', 'url': 'https://cdn4.thedogapi.com/optimized/ZrUZGKHJZq.jpg', 'width': 1184, 'height': 896}",14.0,20.5,17.25,41.0,53.0,47.0,12.0,14.0,13.0
Thai Ridgeback,2,"intelligent, loyal, independent, protective, athletic, alert",Thailand,TH,"An ancient, medium-sized hound known for the distinctive ridge of hair running along its back, with a muscular, athletic build and an independent, protective nature",Hound,"An ancient, primitive breed native to eastern Thailand, developed for hunting small game, vermin control, and serving as a guard dog. Its isolation in the region preserved its unique characteristics, including the dorsal ridge, for centuries. One of only three breeds with hair ridge.","{'id': '0mUBUQ68p', 'url': 'https://cdn2.thedogapi.com/images/0mUBUQ68p.jpg', 'width': 1080, 'height': 1196}",16.0,34.0,25.0,51.0,61.0,56.0,12.0,13.0,12.5
