id,name,species_id,life_span,temperament,origin,country_code,description,breed_group,history,reference_image_id,weight,height,image,weight_min_kg,weight_max_kg,weight_avg_kg,height_min_cm,height_max_cm,height_mid_cm,life_span_min_years,life_span_max_years,life_span_mid_years
585,Russo-European Laika,2,11-15,"alert, courageous, independent, intelligent, loyal, energetic, confident",Northern European Russia,RU,"Medium-sized, strong spitz-type hunting dog of the northern forest zone with erect ears, curled bushy tail, and dense weather-resistant double coat, known for its lively, balanced temperament and versatile hunting abilities",Spitz and Primitive Types,Developed from aboriginal hunting dogs (Laikas) from the northern regions of European Russia and northeastern Europe. Officially standardized in the mid-20th century to preserve the working qualities of these versatile hunting spitz for hunting game including small mammals and birds.,DEezdzbC0K,"{'imperial': 'Male: 40-55; Female: 35-50', 'metric': 'Male: 18-25; Female: 16-23'}","{'imperial': 'Male: 20.5-23; Female: 19-22', 'metric': 'Male: 52-58; Female: 48-56'}","{'id': 'DEezdzbC0K', 'url': 'https://cdn4.thedogapi.com/optimized/DEezdzbC0K.jpg', 'width': 848, 'height': 1264}",16.0,25.0,20.5,48.0,58.0,53.0,11.0,15.0,13.0
586,Ryukyu,2,12-14,"loyal, intelligent, independent, courageous, alert, energetic","Ryukyu Islands (Okinawa), Japan",JP,"Medium-sized, primitive hunting dog from the Ryukyu Islands of Japan with an athletic build, triangular ears, and a distinctive brindle coat. Known for its loyalty to family and traditional use in wild boar hunting. Also, known as 'Ryukyu Inu'.",Primitive,"An indigenous primitive dog native to the Ryukyu Islands, traditionally used for hunting wild boar in dense subtropical forests. The breed faced near extinction but was revived through dedicated preservation efforts starting in the 1980s by the Ryukyu Inu Hozonkai (Ryukyu Dog Preservation Society). Rare breed recognized by the Nihon Ken Hozonkai but not by major international kennel clubs.",CQUHaShvmM,"{'imperial': 'Male: 33-44; Female: 26-39', 'metric': 'Male: 15-20; Female: 12-18'}","{'imperial': 'Male: 18-20.5; Female: 17-19.5', 'metric': 'Male: 46-52; Female: 43-49'}","{'id': 'CQUHaShvmM', 'url': 'https://cdn4.thedogapi.com/optimized/CQUHaShvmM.jpg', 'width': 1264, 'height': 848}",12.0,20.0,16.0,43.0,52.0,47.5,12.0,14.0,13.0
587,Saarloos Wolfdog,2,10-12,"independent, alert, loyal, reserved, intelligent",Netherlands,NL,"Large, strongly built wolf-like dog with reserved temperament and strong pack instincts, originally created by crossing a German Shepherd with a Eurasian wolf",Working,"Created in the 1930s by Dutch breeder Leendert Saarloos by crossing a German Shepherd Dog with a female Eurasian wolf, aiming to create a more natural, robust working dog. Officially recognized by the Dutch Kennel Club in 1975.",yVQS4vzbtg,"{'imperial': 'Male: 79-90; Female: 66-77', 'metric': 'Male: 36-41; Female: 30-35'}","{'imperial': 'Male: 25-30; Female: 23.5-28', 'metric': 'Male: 65-75; Female: 60-70'}","{'id': 'yVQS4vzbtg', 'url': 'https://cdn4.thedogapi.com/optimized/yVQS4vzbtg.jpg', 'width': 1184, 'height': 896}",30.0,41.0,35.5,60.0,75.0,67.5,10.0,12.0,11.0
588,Sabueso Español,2,10-13,"loyal, intelligent, calm, devoted, courageous","Iberian Peninsula, Spain",ES,"A medium-sized, ancient Spanish scenthound characterized by its long, pendulous ears, noble expression, and exceptional scenting ability, bred for tracking game across varied terrain of the Iberian Peninsula",Hound,"Believed to be the oldest of the Iberian scenthound breeds, with descriptions dating back to the 14th century in writings by King Alfonso XI. Developed for tracking wild boar and other game across the Iberian Peninsula, recognized by the FCI",kP06NVq1Ti,"{'imperial': 'Male: 50-55; Female: 44-55', 'metric': 'Male: 23-25; Female: 20-25'}","{'imperial': 'Male: 20.5-22.4; Female: 18.9-21', 'metric': 'Male: 52-57; Female: 48-53'}","{'id': 'kP06NVq1Ti', 'url': 'https://cdn4.thedogapi.com/optimized/kP06NVq1Ti.jpg', 'width': 1200, 'height': 896}",20.0,25.0,22.5,48.0,57.0,52.5,10.0,13.0,11.5
650,Saint Berdoodle,2,8-12,"gentle, intelligent, friendly, loyal, affectionate, calm, protective",United States,US,"Large and powerful mixed breed combining the gentle, patient nature of the Saint Bernard with the intelligence and often low-shedding coat of the Standard Poodle. Traits can vary significantly based on genetic inheritance, often featuring wavy or curly coats.",Mixed,"Modern designer crossbreed developed in the United States in the late 20th century as part of the 'designer dog' movement. The goal was to combine Saint Bernard's gentle temperament with Standard Poodle's intelligence and hypoallergenic qualities to create a large, family-friendly companion.",ffxc0ncCgZ,"{'imperial': 'Male: 110-180; Female: 90-150', 'metric': 'Male: 50-82; Female: 41-68'}","{'imperial': 'Male: 24-30; Female: 22-28', 'metric': 'Male: 61-76; Female: 56-71'}","{'id': 'ffxc0ncCgZ', 'url': 'https://cdn4.thedogapi.com/optimized/ffxc0ncCgZ.jpg', 'width': 1408, 'height': 768}",41.0,82.0,61.5,56.0,76.0,66.0,8.0,12.0,10.0
212,Saint Bernard,2,8-10,"gentle, friendly, calm, patient, loyal, protective",Switzerland,CH,"A powerful, giant-sized working breed from the Swiss Alps with distinctive markings and massive head, originally bred for mountain rescue. Known for its gentle, patient nature and calm temperament.",Working,Developed by monks at the Great St. Bernard Hospice on the border of Switzerland and Italy for rescue work in treacherous Alpine conditions. Used to locate and rescue travelers lost in snow and fog of dangerous Alpine passes,K9nzmg0TL,"{'imperial': 'Male: 140-180; Female: 120-140', 'metric': 'Male: 64-82; Female: 54-64'}","{'imperial': 'Male: 28-30; Female: 26-28', 'metric': 'Male: 71-76; Female: 66-71'}","{'id': 'K9nzmg0TL', 'url': 'https://cdn2.thedogapi.com/images/K9nzmg0TL.jpg', 'width': 1080, 'height': 1350}",54.0,82.0,68.0,66.0,76.0,71.0,8.0,10.0,9.0
589,Saint Miguel Cattle Dog,2,11-14,"loyal, intelligent, protective, work-focused, courageous, alert","São Miguel Island, Azores, Portugal",PT,"Medium-sized, robust Portuguese cattle herding dog with distinctive brindle coat, known for intelligence, strong work ethic, and guarding instincts. Native to the Azores islands.",Herding,"Developed on São Miguel Island in the Azores, Portugal. Origins linked to extinct Terceira Dog and molosser types brought by early settlers. Served for centuries as exceptional cattle herding and farm guardian dog, with first written standard appearing in 1984. Also known as Cão Fila de São Miguel.",KJ4LZb2yXL,"{'imperial': 'Male: 50-70; Female: 40-60', 'metric': 'Male: 23-32; Female: 18-27'}","{'imperial': 'Male: 19-23.5; Female: 18.5-22.5', 'metric': 'Male: 48-60; Female: 46-58'}","{'id': 'KJ4LZb2yXL', 'url': 'https://cdn4.thedogapi.com/optimized/KJ4LZb2yXL.jpg', 'width': 1040, 'height': 1024}",18.0,32.0,25.0,46.0,60.0,53.0,11.0,14.0,12.5
590,Saint-Usuge Spaniel,2,12-15,"gentle, affectionate, intelligent, eager to please, loyal, devoted, energetic, adaptable","Bresse region, France",FR,"A medium-sized, elegant, and robust French spaniel with a brown coat, known for its versatility as a pointing and retrieving gundog with a gentle and affectionate personality",Sporting,"An ancient French breed developed in the 19th century in the Bresse region of France as a versatile gundog. It nearly became extinct after World War II, but its survival is credited to the dedicated efforts of Father Robert Billard, who began a careful breeding program in 1950 using remaining stock and regional historical standards. The breed was recognized by the Société Centrale Canine (France) in 1990 and provisionally by the FCI in 2003.",OHWsNdOh9O,"{'imperial': 'Male: 28-44; Female: 28-42', 'metric': 'Male: 13-20; Female: 13-19'}","{'imperial': 'Male: 17.7-21; Female: 16.1-20.5', 'metric': 'Male: 45-54; Female: 41-52'}","{'id': 'OHWsNdOh9O', 'url': 'https://cdn4.thedogapi.com/optimized/OHWsNdOh9O.jpg', 'width': 1136, 'height': 928}",13.0,20.0,16.5,41.0,54.0,47.5,12.0,15.0,13.5
591,Sakhalin Husky,2,12-15,"loyal, intelligent, independent, work-focused, energetic, courageous","Sakhalin Island, Russia",RU,"Large, powerful spitz-type sled dog originating from Sakhalin Island, also known as the Karafuto Ken. This robust arctic breed with dense double coat was originally bred for endurance and strength in cold climates but is now considered functionally extinct with no active breeding programs.",Working,"Developed by the indigenous Nivkh people of Sakhalin Island for sledding, hunting and transportation. Gained international fame after the 1958 Japanese Antarctic expedition where dogs Taro and Jiro survived a year abandoned in Antarctica. Despite revival efforts, the breed is considered functionally extinct since the last confirmed purebred died in the 1970s.",mEFVWsxfjh,"{'imperial': 'Male: 66-88; Female: 55-77', 'metric': 'Male: 30-40; Female: 25-35'}","{'imperial': 'Male: 22-26; Female: 20-24', 'metric': 'Male: 56-66; Female: 51-61'}","{'id': 'mEFVWsxfjh', 'url': 'https://cdn4.thedogapi.com/optimized/mEFVWsxfjh.jpg', 'width': 1200, 'height': 896}",25.0,40.0,32.5,51.0,66.0,58.5,12.0,15.0,13.5
213,Saluki,2,10-17,"gentle, independent, intelligent, devoted, calm, reserved",Middle East (Fertile Crescent),EG,"Ancient, elegant sighthound of the Middle East with graceful build, feathered ears and tail, known for extraordinary speed, endurance, and dignified nature. Bred for hunting gazelle across desert terrain.",Hound,"One of the most ancient domesticated dog breeds, treasured by royalty and Bedouin tribes for thousands of years. Considered sacred by Muslims and revered throughout the Middle East for hunting gazelle and swift prey across desert terrain.",VdUHW9aaz,"{'imperial': 'Male: 40-65; Female: 35-55', 'metric': 'Male: 18-29; Female: 16-25'}","{'imperial': '23-28', 'metric': '58-71'}","{'id': 'VdUHW9aaz', 'url': 'https://cdn2.thedogapi.com/images/VdUHW9aaz.jpg', 'width': 1280, 'height': 1920}",16.0,29.0,22.5,58.0,71.0,64.5,10.0,17.0,13.5
214,Samoyed,2,12-14,"friendly, gentle, adaptable, alert, intelligent, playful",Siberia,RU,"A powerful and graceful medium to large Arctic spitz breed with a thick, all-white double coat and distinctive 'Samoyed smile' created by the upturned corners of the mouth",Working,"Ancient breed developed by the nomadic Samoyede people of Siberia over 3,000 years ago for herding reindeer, pulling sleds, and companionship. Their thick coats protected them from brutal climate, and they often slept with families for warmth. Brought out of Siberia in late 19th and early 20th centuries. Recognized by AKC in 1906.",bLkWhvuqNJ,"{'imperial': 'Male: 45-65; Female: 35-50', 'metric': 'Male: 20-29; Female: 16-23'}","{'imperial': 'Male: 21-23.5; Female: 19-21', 'metric': 'Male: 53-60; Female: 48-53'}","{'id': 'bLkWhvuqNJ', 'url': 'https://cdn4.thedogapi.com/optimized/bLkWhvuqNJ.jpg', 'width': 1024, 'height': 1040}",16.0,29.0,22.5,48.0,60.0,54.0,12.0,14.0,13.0
592,Sapsali,2,10-14,"loyal, gentle, friendly, protective, intelligent, patient",Korea,KR,"Medium-sized Korean breed with long, shaggy coat covering the eyes and robust build, originally kept as a spiritual guardian believed to dispel evil spirits and bring good fortune",Non-Sporting,"Ancient Korean breed traditionally believed to dispel evil spirits and bring good fortune. Nearly extinct during Japanese occupation but saved through dedicated preservation efforts by professors at Kyungpook National University, leading to designation as National Treasure",W6BdzlKxKS,"{'imperial': 'Male: 35-62; Female: 30-55', 'metric': 'Male: 16-28; Female: 14-25'}","{'imperial': 'Male: 19-23; Female: 18-22', 'metric': 'Male: 48-58; Female: 46-56'}","{'id': 'W6BdzlKxKS', 'url': 'https://cdn4.thedogapi.com/optimized/W6BdzlKxKS.jpg', 'width': 1264, 'height': 848}",14.0,28.0,21.0,46.0,58.0,52.0,10.0,14.0,12.0
593,Sarabi,2,10-12,"protective, independent, calm, loyal, courageous","Sarab County, East Azerbaijan Province, Iran",IR,"A large, powerful livestock guardian landrace breed from Sarab County in Iran, known for its massive frame, protective instincts, loyalty, and imposing presence",Working,"An ancient landrace breed from the Sarab region of northwestern Iran, developed over centuries as a powerful livestock guardian dog to protect flocks from large predators such as wolves and bears. Not officially recognized by major international kennel clubs.",Z18jXR6P8m,"{'imperial': 'Male: 119-200; Female: 99-170', 'metric': 'Male: 54-90; Female: 45-77'}","{'imperial': 'Male: 28-35; Female: 28-32', 'metric': 'Male: 71-89; Female: 71-81'}","{'id': 'Z18jXR6P8m', 'url': 'https://cdn4.thedogapi.com/optimized/Z18jXR6P8m.jpg', 'width': 896, 'height': 1200}",45.0,90.0,67.5,71.0,89.0,80.0,10.0,12.0,11.0
594,Sarail Hound,2,10-14,"loyal, courageous, intelligent, protective, energetic, alert","Sarail, Bangladesh",BD,"A rare, tall, and athletic sighthound native to Bangladesh, renowned for its speed, endurance, and hunting ability. Known for being courageous, loyal, and protective, this breed was historically prized for hunting and guarding estates.",Hound,"An ancient and rare sighthound breed originating from the Sarail region of Bangladesh. Believed to have been developed by Moghul zamindars by crossing Arabian Salukis with local dog breeds. Historically used by village households and officials, valued for speed, loyalty, and guarding ability in hunting and coursing game.",aZCddydGBk,"{'imperial': 'Male: 55-70; Female: 45-60', 'metric': 'Male: 25-32; Female: 20-27'}","{'imperial': 'Male: 25-27; Female: 23-25', 'metric': 'Male: 64-69; Female: 58-64'}","{'id': 'aZCddydGBk', 'url': 'https://cdn4.thedogapi.com/optimized/aZCddydGBk.jpg', 'width': 1264, 'height': 848}",20.0,32.0,26.0,58.0,69.0,63.5,10.0,14.0,12.0
595,Sardinian Shepherd Dog,2,12-14,"protective, loyal, independent, intelligent, alert, courageous","Sardinia, Italy",IT,"Medium-sized rustic livestock guardian native to the island of Sardinia, known for its robust build, weather-resistant goat-like coat, and strong protective instincts developed through centuries of guarding livestock in rugged terrain",Pastoral/Herding,"Ancient landrace breed native to the island of Sardinia, traditionally used by local shepherds for guarding livestock against predators for centuries. Developed through natural selection in relative isolation, preserving strong working instincts and hardiness. Also known as Pastore Fonnese or Cane da Pastore Fonnese, officially recognized by Italian Kennel Club (ENCI) in 2013",WbBoMR05UB,"{'imperial': 'Male: 64-77; Female: 55-66', 'metric': 'Male: 29-35; Female: 25-30'}","{'imperial': 'Male: 22-23.6; Female: 20.5-22', 'metric': 'Male: 56-60; Female: 52-56'}","{'id': 'WbBoMR05UB', 'url': 'https://cdn4.thedogapi.com/optimized/WbBoMR05UB.jpg', 'width': 1168, 'height': 912}",25.0,35.0,30.0,52.0,60.0,56.0,12.0,14.0,13.0
596,Šarplaninac,2,11-13,"independent, protective, loyal, calm, courageous, confident","Šar Mountains region (Serbia, North Macedonia, Kosovo, Albania)",RS,"Large, robust livestock guardian dog from the Balkan region with a dense, weather-resistant double coat and calm, independent protective nature. This ancient molossoid-type breed is known for its powerful build and natural guardian instincts.",Working,"Ancient molossoid-type livestock guardian breed developed in the Šar Mountains region, used for centuries to protect sheep from wolves and bears. First standardized by the Yugoslavian Kennel Club in 1939 and recognized by the FCI in 1957 as the Yugoslav Shepherd Dog—Sharplanina.",mcyRKMW9rs,"{'imperial': 'Male: 77-121; Female: 66-110', 'metric': 'Male: 35-55; Female: 30-50'}","{'imperial': 'Male: 24-27.5; Female: 22-26', 'metric': 'Male: 61-70; Female: 56-66'}","{'id': 'mcyRKMW9rs', 'url': 'https://cdn4.thedogapi.com/optimized/mcyRKMW9rs.jpg', 'width': 1152, 'height': 928}",30.0,55.0,42.5,56.0,70.0,63.0,11.0,13.0,12.0
215,Schapendoes,2,12-15,"friendly, intelligent, energetic, playful, courageous, alert",Netherlands,NL,"Medium-sized Dutch herding dog with a long, shaggy double coat and lively, cheerful disposition. Known for its springy, effortless movement and lightly built frame, this energetic breed combines intelligence with an independent herding nature.",Herding,Ancient Dutch herding breed developed to herd sheep in the wetlands of the Netherlands. Nearly extinct after WWII but successfully revived by P.M.C. Toepoel and dedicated fanciers in the 1940s-1950s from remaining dogs.,8MxYvv13el,"{'imperial': '26-44', 'metric': '12-20'}","{'imperial': 'Male: 17-20; Female: 16-19', 'metric': 'Male: 43-51; Female: 40-48'}","{'id': '8MxYvv13el', 'url': 'https://cdn4.thedogapi.com/optimized/8MxYvv13el.jpg', 'width': 1232, 'height': 864}",12.0,20.0,16.0,40.0,51.0,45.5,12.0,15.0,13.5
597,Schillerstövare,2,12-15,"energetic, intelligent, alert, loyal, courageous, work-focused",Sweden,SE,"A medium-sized, noble Swedish scenthound with a distinctive tan coat and black mantle, known for its athletic nature and exceptional ability as a hunter of fox and hare. This energetic Scandinavian breed combines endurance with keen scenting abilities.",Hound,"Developed in the late 19th century by Swedish farmer Per Schiller, who crossed Swiss and German scenthounds with local hounds and English Harrier-type hounds. Created to be an exceptional hunter of fox and hare, first exhibited in 1907.",UrFbsc08eC,"{'imperial': '40-55', 'metric': '18-25'}","{'imperial': 'Male: 21.5-24; Female: 20.5-23', 'metric': 'Male: 55-61; Female: 52-59'}","{'id': 'UrFbsc08eC', 'url': 'https://cdn4.thedogapi.com/optimized/UrFbsc08eC.jpg', 'width': 1040, 'height': 1024}",18.0,25.0,21.5,52.0,61.0,56.5,12.0,15.0,13.5
216,Schipperke,2,12-14,"alert, confident, energetic, intelligent, independent, curious",Belgium,BE,"Small, compact, tailless spitz-type dog with a distinctive fox-like face, thick double coat, and abundant ruff around the neck. Known as the 'little captain', this agile black dog has a confident demeanor and alert expression.",Non-Sporting,Developed in the Flemish regions of Belgium as a canal barge watchdog and ratter. The name means 'little captain' and the breed served as an adept guardian and vermin hunter on Belgian waterways for centuries.,fWSbovpqXi,"{'imperial': '10-16', 'metric': '4.5-7'}","{'imperial': '10-13', 'metric': '25-33'}","{'id': 'fWSbovpqXi', 'url': 'https://cdn4.thedogapi.com/optimized/fWSbovpqXi.jpg', 'width': 1200, 'height': 896}",4.5,7.0,5.75,25.0,33.0,29.0,12.0,14.0,13.0
217,Schnoodle,2,10-16,"intelligent, loyal, playful, alert, affectionate, devoted, energetic",United States,US,"A crossbreed between a Poodle and a Schnauzer, combining intelligence, charming personality, and low-shedding coat. This mixed breed companion dog is known for its playful nature, with size and appearance varying significantly depending on the parent breeds used.",Mixed,Developed in the United States starting in the 1980s as a designer crossbreed created to combine the Poodle's intelligence and low-shedding coat with the Schnauzer's sturdiness and alert nature for companion and family purposes,zd9lGN4m1Q,"{'imperial': '10-80', 'metric': '4.5-36'}","{'imperial': '10-26', 'metric': '25-66'}","{'id': 'zd9lGN4m1Q', 'url': 'https://cdn4.thedogapi.com/optimized/zd9lGN4m1Q.jpg', 'width': 1264, 'height': 848}",4.5,36.0,20.25,25.0,66.0,45.5,10.0,16.0,13.0
599,Schweizerischer Niederlaufhund,2,12-14,"intelligent, alert, energetic, friendly, loyal, independent",Switzerland,CH,"A smaller version of the Swiss Hound, the Schweizerischer Niederlaufhund (Small Swiss Hound) is a sturdy, energetic scenthound with short legs bred for hunting in the mountainous terrain of Switzerland. This medium-small scent hound comes in four distinct coat varieties and possesses keen hunting instincts ideal for tracking game in confined territories.",Scenthound,"Developed in Switzerland around 1905 when hunting regulations restricted hunting to specific districts, favoring smaller, slower hounds. Created by selectively breeding smaller specimens of existing Swiss Hounds to create dogs well-suited for hunting in confined mountainous territories.",ZrLwvor3sA,"{'imperial': '33-40', 'metric': '15-18'}","{'imperial': '13-17', 'metric': '33-43'}","{'id': 'ZrLwvor3sA', 'url': 'https://cdn4.thedogapi.com/optimized/ZrLwvor3sA.jpg', 'width': 1200, 'height': 896}",15.0,18.0,16.5,33.0,43.0,38.0,12.0,14.0,13.0
598,Schweizer Laufhund,2,12-14,"energetic, intelligent, gentle, devoted, alert, independent",Switzerland,CH,"Medium-sized Swiss scent hound with lean, athletic build and distinctive tricolor or bicolor coat, bred for tracking game in mountainous terrain. Known for noble appearance, endurance, and passionate hunting ability, this ancient breed comes in four distinct varieties: Bernese, Jura, Lucerne, and Schwyz.",Hound,"Ancient breed descending from scenthounds present in Switzerland since Roman times, prized by European gentry in the 15th-18th centuries. The modern standard was established in the late 19th and early 20th centuries, unifying four regional varieties into one breed standard.",9BQJvVBwXk,"{'imperial': 'Male: 35-55; Female: 35-50', 'metric': 'Male: 16-25; Female: 16-23'}","{'imperial': 'Male: 19-23; Female: 18-22', 'metric': 'Male: 49-59; Female: 47-57'}","{'id': '9BQJvVBwXk', 'url': 'https://cdn4.thedogapi.com/optimized/9BQJvVBwXk.jpg', 'width': 1072, 'height': 992}",16.0,25.0,20.5,47.0,59.0,53.0,12.0,14.0,13.0
673,Scoodle,2,12-15,"intelligent, confident, alert, playful, loyal",United States,US,"Small to medium spirited crossbreed combining Scottish Terrier's bold, confident temperament with Poodle's intelligence and low-shedding coat. Features a sturdy build with wiry or curly coat and lively expression.",Mixed,"Modern designer crossbreed intentionally developed in the United States to combine Scottish Terrier's bold, confident personality with Poodle's intelligence and hypoallergenic coat qualities",d70Xh3AAKD,"{'imperial': 'Male: 12-22; Female: 10-20', 'metric': 'Male: 5-10; Female: 4.5-9'}","{'imperial': '10-15', 'metric': '25-38'}","{'id': 'd70Xh3AAKD', 'url': 'https://cdn4.thedogapi.com/optimized/d70Xh3AAKD.jpg', 'width': 1408, 'height': 768}",4.5,10.0,7.25,25.0,38.0,31.5,12.0,15.0,13.5
218,Scottish Deerhound,2,8-11,"gentle, dignified, calm, loyal, friendly",Scotland,GB,"Large, athletic sighthound with rough, wiry coat and dignified bearing, often called the 'Royal Dog of Scotland', bred for coursing giant red deer in the Scottish Highlands",Hound,"Ancient sighthound breed developed in Scottish Highlands to hunt giant wild red deer. Once so prized that ownership was restricted to nobility, nearly went extinct with decline of clan system but was revived in 19th century. Recognized by AKC in 1886.",i9G4f21V3R,"{'imperial': 'Male: 85-110; Female: 75-95', 'metric': 'Male: 39-50; Female: 34-43'}","{'imperial': 'Male: 30-32; Female: 28-30', 'metric': 'Male: 76-81; Female: 71-76'}","{'id': 'i9G4f21V3R', 'url': 'https://cdn4.thedogapi.com/optimized/i9G4f21V3R.jpg', 'width': 1264, 'height': 832}",34.0,50.0,42.0,71.0,81.0,76.0,8.0,11.0,9.5
219,Scottish Terrier,2,12-15,"confident, independent, alert, intelligent, loyal",Scotland,GB,"Small, compact, and sturdy terrier with a distinctive wiry coat, erect ears, beard and eyebrows, and dignified, confident presence",Terrier,"One of Scotland's oldest Highland terrier breeds, developed in the Scottish Highlands for hunting vermin in difficult terrain. Recognized by The Kennel Club (UK) in 1883 and the AKC in 1885.",Bklnce5NX,"{'imperial': 'Male: 19-22; Female: 18-21', 'metric': 'Male: 8.5-10; Female: 8-9.5'}","{'imperial': '10-11', 'metric': '25-28'}","{'id': 'Bklnce5NX', 'url': 'https://cdn2.thedogapi.com/images/Bklnce5NX_1280.jpg', 'width': 1280, 'height': 976}",8.0,10.0,9.0,25.0,28.0,26.5,12.0,15.0,13.5
220,Sealyham Terrier,2,12-14,"friendly, alert, confident, outgoing, courageous","Wales, United Kingdom",GB,"Small, sturdy white terrier with rectangular body shape, long hard wiry coat, and distinctive beard and furnishings on face and legs",Terrier,Developed in the mid-19th century by Captain John Edwardes at his Sealy Ham estate in Wales for hunting badgers foxes and otters. Recognized by The Kennel Club in 1910 and AKC in 1911,24xhPdACjq,"{'imperial': 'Male: 23-24; Female: 21-22', 'metric': 'Male: 10-11; Female: 9.5-10'}","{'imperial': '10.5-11', 'metric': '27-28'}","{'id': '24xhPdACjq', 'url': 'https://cdn4.thedogapi.com/optimized/24xhPdACjq.jpg', 'width': 1200, 'height': 896}",9.5,11.0,10.25,27.0,28.0,27.5,12.0,14.0,13.0
600,Segugio dell'Appennino,2,12-15,"energetic, intelligent, alert, courageous, work-focused, independent","Apennine Mountains, Italy",IT,"A medium-sized, rugged Italian scenthound with a short coat (smooth or wire-haired varieties), specifically developed for hunting hare in the challenging mountainous terrain of the Apennines. This athletic, work-focused breed combines intelligence with the independent determination typical of scenthounds.",Hound,"Descended from ancient hounds of the Italian Apennines, likely influenced by dogs brought by Phoenician merchants. Traditional Italian scenthound developed over centuries specifically for hunting hare in the region's challenging mountainous terrain. Recognized by FCI provisionally in 2019 with both smooth and wire-haired varieties.",SShC6Vout4,"{'imperial': '22-44', 'metric': '10-20'}","{'imperial': 'Male: 17-20.5; Female: 16-20', 'metric': 'Male: 43-52; Female: 40-50'}","{'id': 'SShC6Vout4', 'url': 'https://cdn4.thedogapi.com/optimized/SShC6Vout4.jpg', 'width': 1408, 'height': 768}",10.0,20.0,15.0,40.0,52.0,46.0,12.0,15.0,13.5
601,Segugio Italiano,2,10-14,"intelligent, energetic, loyal, alert, determined, eager to please",Italy,IT,"An ancient Italian scenthound of noble appearance with medium-sized, athletic build and distinctive hound features. Bred for speed and endurance in hunting, the breed comes in two coat varieties: shorthaired (pelo raso) and wirehaired (pelo forte), renowned for exceptional scenting ability.",Hound,"Descended from ancient hounds of Egypt and Phoenicia, the Segugio Italiano has existed in Italy for centuries. Refined during the Renaissance, this ancient breed has long been prized by Italian hunters for stamina, speed, and exceptional scenting ability in hunting hare and wild boar.",h32ZmgvIVI,"{'imperial': '40-62', 'metric': '18-28'}","{'imperial': 'Male: 20.5-23.5; Female: 19-22.5', 'metric': 'Male: 52-60; Female: 48-57'}","{'id': 'h32ZmgvIVI', 'url': 'https://cdn4.thedogapi.com/optimized/h32ZmgvIVI.jpg', 'width': 1120, 'height': 960}",18.0,28.0,23.0,48.0,60.0,54.0,10.0,14.0,12.0
602,Segugio Maremmano,2,10-14,"alert, energetic, intelligent, courageous, independent","Maremma region, Tuscany, Italy",IT,"Medium-sized Italian scent hound with athletic build and strong hunting instincts, developed for wild boar hunting in the Maremma region of Tuscany. Known for its endurance, determination, and sturdy rustic build designed for challenging terrain.",Hound,Ancient Italian breed developed in the coastal Maremma region of Tuscany for hunting wild boar and hare. Descended from ancient Roman hunting hounds and perfected by local hunters over generations for tenacity and skill in challenging terrain. Recognized by the FCI and Italian Kennel Club.,hW0pGzebu5,"{'imperial': 'Male: 40-52; Female: 35-48', 'metric': 'Male: 18-24; Female: 16-22'}","{'imperial': 'Male: 19-22; Female: 18-20', 'metric': 'Male: 48-56; Female: 46-52'}","{'id': 'hW0pGzebu5', 'url': 'https://cdn4.thedogapi.com/optimized/hW0pGzebu5.jpg', 'width': 992, 'height': 1072}",16.0,24.0,20.0,46.0,56.0,51.0,10.0,14.0,12.0
603,Serbian Hound,2,12-14,"energetic, loyal, intelligent, courageous, devoted, tenacious",Serbia,RS,"Medium-sized, robust scent hound with a distinctive short, dense red coat and black saddle (mantle), known for stamina, determination, and endurance in mountainous hunting terrain",Hound,"Ancient Balkan scenthound believed descended from Phoenician hounds, developed in Serbia for hunting hare, fox, and wild boar in mountainous terrain. First standard dates to 1924, formerly known as the Balkan Hound, recognized by FCI",1TJAXgPjbT,"{'imperial': 'Male: 44-55; Female: 40-48', 'metric': 'Male: 20-25; Female: 18-22'}","{'imperial': 'Male: 18-22; Female: 17-21', 'metric': 'Male: 46-56; Female: 44-54'}","{'id': '1TJAXgPjbT', 'url': 'https://cdn4.thedogapi.com/optimized/1TJAXgPjbT.jpg', 'width': 1104, 'height': 960}",18.0,25.0,21.5,44.0,56.0,50.0,12.0,14.0,13.0
604,Serbian Tricolour Hound,2,12-14,"energetic, intelligent, loyal, alert, devoted, gentle",Serbia,RS,"Medium-sized, robust scenthound with distinctive tricolor coat and solid construction, known for its tenacity, keen tracking ability, and lively temperament. Bred for hunting hare, fox, and larger game like wild boar in mountainous terrain.",Scenthound,"Developed in the Balkan region by crossing local Balkan hounds in early 20th century. First official standard drawn up in 1959 as 'Yugoslavian Tricolour Hound', officially recognized by FCI in 1961, renamed Serbian Tricolour Hound in 2006 after Yugoslavia's dissolution.",nw1zk4Lbf4,"{'imperial': 'Male: 44-66; Female: 40-55', 'metric': 'Male: 20-30; Female: 18-25'}","{'imperial': 'Male: 18.1-22; Female: 17.5-21.3', 'metric': 'Male: 46-56; Female: 44-54'}","{'id': 'nw1zk4Lbf4', 'url': 'https://cdn4.thedogapi.com/optimized/nw1zk4Lbf4.jpg', 'width': 1408, 'height': 768}",18.0,30.0,24.0,44.0,56.0,50.0,12.0,14.0,13.0
